"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
57;"B635ADFAE0D08D00162C09C957931DED07495F20";"c4ef47232a73d5e27b14e63096634eb70dcbddce";"Joao Gama and Ricardo Rocha and Pedro Medas";"Accurate decision trees for mining high-speed data streams";"KDD";"2003";"when classifying test examples: classifying using the majority class (VFDTcMC) and classifying using naive Bayes (VFDTcNB) at leaves. The experimental work has been done using the Waveform and <b>LED datasets</b>  These are well known artificial datasets. We have used the two versions of the Waveform dataset available at the UCI repository [1]. Both versions are problems with three classes. The first";1862
107;"B635ADFAE0D08D00162C09C957931DED07495F20";"c4ef47232a73d5e27b14e63096634eb70dcbddce";"Joao Gama and Ricardo Rocha and Pedro Medas";"Accurate decision trees for mining high-speed data streams";"KDD";"2003";"when classifying test examples: classifying using the majority class (VFDTcMC) and classifying using naive Bayes (VFDTcNB) at leaves. The experimental work has been done using the <b>Waveform</b> and LED datasets. These are well known artificial datasets. We have used the two versions of the Waveform dataset available at the UCI repository [1]. Both versions are problems with three classes. The first";1863
108;"B635ADFAE0D08D00162C09C957931DED07495F20";"c4ef47232a73d5e27b14e63096634eb70dcbddce";"Joao Gama and Ricardo Rocha and Pedro Medas";"Accurate decision trees for mining high-speed data streams";"KDD";"2003";"when classifying test examples: classifying using the majority class (VFDTcMC) and classifying using naive Bayes (VFDTcNB) at leaves. The experimental work has been done using the <b>Waveform</b> and LED datasets. These are well known artificial datasets. We have used the two versions of the Waveform dataset available at the UCI repository [1]. Both versions are problems with three classes. The first";1864
2;"B648975290D78C64B21D2ECF80EC43DACFDF9F8B";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"3 This program is available from http://fuzzy.cs.Uni-Magdeburg.de/¸borgelt/. Version 1.8 of his program is incorporated in the data mining tool Clementine. 18 issues. We used the following datasets which are summarized in Table 2. # <b>Adult</b>  The Adult Census data contains information extracted from the 1994 Current Population Survey. There are variables such as age, working class, education,";1865
20;"B648975290D78C64B21D2ECF80EC43DACFDF9F8B";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"sized divisions by frequency (e.g. income) or interval width (e.g. age). Finally, we further randomly sampled the data to obtain a 1 in 1000 sample. Federal <b>Census</b> data is one of the most difficult data sets to mine because of the long average record width coupled with the high number of popular attribute-value pairs which occur frequently in many records. These two factors combine to result in many";1866
127;"B648975290D78C64B21D2ECF80EC43DACFDF9F8B";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"example, if we are mining at a support difference of 10% and group A has a support of 11% we still need to mine group B as long as its support is non-zero. STUCCO was very fast and did well on all data sets, even on Mushroom and <b>IPUMS</b> which are among the most difficult data sets for mining algorithms. STUCCO was slower than Apriori on UCI Admissions by a factor of approximately three. This is probably";1867
73;"B648975290D78C64B21D2ECF80EC43DACFDF9F8B";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"Adult Census data contains information extracted from the 1994 Current Population Survey. There are variables such as age, working class, education, sex, hours worked, salary, etc. # <b>Mushroom</b>  This data set describes mushrooms and their physical properties such as shape, odor, habitat, etc. Mushroom is not a true observational data set as the examples are not drawn from individual instances but rather";1868
90;"B6DEE95BFA6ABA502B8890829BA48CDD740ABFE2";"01cf09d5e240fbb8da88b4989dfbffece6153160";"Hendrik Blockeel and Luc De Raedt and Jan Ramon";"Top-Down Induction of Clustering Trees";"ICML";"1998";"those obtained with the supervised learner Tilde. We see that TIC obtains high accuracies for these problems. The only clustering result we know of is for COBWEB, which obtained 100% on the <b>Soybean</b> data set. This difference is not significant. Tilde's ac72 73 74 75 76 77 78 79 80 81 15 20 25 30 35 40 45 50 55 accuracy (%) size validation set (%) accuracy of pruned tree accuracy of unpruned tree 15 20";1869
91;"B6DEE95BFA6ABA502B8890829BA48CDD740ABFE2";"01cf09d5e240fbb8da88b4989dfbffece6153160";"Hendrik Blockeel and Luc De Raedt and Jan Ramon";"Top-Down Induction of Clustering Trees";"ICML";"1998";"those obtained with the supervised learner Tilde. We see that TIC obtains high accuracies for these problems. The only clustering result we know of is for COBWEB, which obtained 100% on the <b>Soybean</b> data set. This difference is not significant. Tilde's ac72 73 74 75 76 77 78 79 80 81 15 20 25 30 35 40 45 50 55 accuracy (%) size validation set (%) accuracy of pruned tree accuracy of unpruned tree 15 20";1870
27;"B742582D060B7B586F98BF8DFE7004A8DFFCD43F";"af26080292d3845212afdc432dfb8a1d1cdb5c8b";"Xiaoming Huo";"FBP: A Frontier-Based Tree-Pruning Algorithm";"Seoung Bum Kim";"2002";"the mean difference of the CV error between CCP and FBP is (0.0770, 0.2196). As mentioned earlier, we treat this as a ""sanity check"". Table 4: Comparison of the CV Error Rates Between CCP and FBP Data Set CCP FBP Winner Australian <b>Credit Approval</b> 14.13 14.01 FBP Cleveland Heart Disease 21.15 20.89 FBP Congressional Voting Records 4.16 4.12 FBP Wisconsin Breast Cancer 4.56 4.47 FBP Iris Plants 5.20";1871
143;"B742582D060B7B586F98BF8DFE7004A8DFFCD43F";"af26080292d3845212afdc432dfb8a1d1cdb5c8b";"Xiaoming Huo";"FBP: A Frontier-Based Tree-Pruning Algorithm";"Seoung Bum Kim";"2002";"the mean difference of the CV error between CCP and FBP is (0.0770, 0.2196). As mentioned earlier, we treat this as a ""sanity check"". Table 4: Comparison of the CV Error Rates Between CCP and FBP Data Set CCP FBP Winner <b>Australian Credit</b> Approval 14.13 14.01 FBP Cleveland Heart Disease 21.15 20.89 FBP Congressional Voting Records 4.16 4.12 FBP Wisconsin Breast Cancer 4.56 4.47 FBP Iris Plants 5.20";1872
146;"B7DACC8F1FA9D19AC3DD0A715A9F06CAAEC79474";"2e6705a0fe8b335ec6bffc4acbe8a0665f67c8a5";"Jaakko Peltonen and Arto Klami and Samuel Kaski";"Learning More Accurate Metrics for Self-Organizing Maps";"ICANN";"2002";"Data set Dimensions Classes Samples <b>Landsat</b> <b>Satellite</b> Data * 36 6 6435 Letter Recognition Data * 16 26 20000 Phoneme Data from LVQ PAK [8] 20 14 3656 TIMIT Data from [10] 12 41 14994 Bankruptcy Data used in";1873
53;"B820BC13DD22658FD3561632089CEE83D75232C0";"32cb39d6ec7d1af5c8f8ad0fff8300527cf9f188";"Edgar Acuna and Alex Rojas";"Ensembles of classifiers based on Kernel density estimators";"Department of Mathematics University of Puerto Rico";"2000";"has been developed to carry out all our tasks. The results are shown in the table 7. Table 6. Comparison of Bagging using classical and adaptive kernel classifiers Classical Kernel Adaptive Kernel Dataset Single Bagged Improv Single Bagged Improv <b>Iris</b> 4.00 3.33 16.75 4.67 4.00 14.34 Glass 44.97 40.52 9.90 35.20 33.25 5.54 Heart-C 22.09 20.05 9.23 23.60 19.80 16.10 Breast-W 4.34 4.10 5.53 4.88 4.53";1874
98;"B820BC13DD22658FD3561632089CEE83D75232C0";"32cb39d6ec7d1af5c8f8ad0fff8300527cf9f188";"Edgar Acuna and Alex Rojas";"Ensembles of classifiers based on Kernel density estimators";"Department of Mathematics University of Puerto Rico";"2000";"All of them have been analyzed already in a combining setup and nine of these datasets were analyzed in the <b>Statlog</b> Project (Michie, et. al. 1994). B) To make an analysis of the bias-variance decomposition for the misclassification error when classifiers based in kernel density";1875
48;"B8D32A604482E890EDA6131DA3AC40028AD2127E";"fc1871a06c2119d5979c934e3d950ce16246f512";"Zhi-Hua Zhou and Jianping Wu and Weiyu Tang and Zen Chen";"Combining Regression Estimators: GA-Based Selective Neural Network Ensemble";"International Journal of Computational Intelligence and Applications, 1";"2001";"than that generated by averaging all in most cases. Pairwise one-tailed t-tests also indicate that the generalization ability of GASEN and enumerating is not significantly different on all the data sets except Boston <b>Housing</b> where GASEN is significantly better than enumerating. Considering that enumerating can hardly work when there are lots of individual networks due to its extensive";1876
48;"B901BD4349D785BD08348428527315C09AA9BC1C";"7c48d99a6eaf10a72fda6d4dd5591be082286c84";"Rudy Setiono and Huan Liu";"A connectionist approach to generating oblique decision trees";"IEEE Transactions on Systems, Man, and Cybernetics, Part B, 29";"1999";"351 34 continuous 9. Iris 150 4 continuous 10. Pima-diabetes 768 8 continuous 11. Sonar 208 60 continuous 12. Australian 690 14 mixed 13. HeartDisease 297 13 mixed 14. <b>Housing</b> 506 13 mixed Table 1: Dataset Summary. #Data - data size, Type - attribute type, and #A - number of attributes. 3. Apply NN-DT as follows: (a) Construct a network using the algorithm MLNNCA for the training dataset. Stop MLNNCA";1877
74;"B92890DDD4FD7A4F00DB1BF12E61403C0AEDFC3B";"77fb0a2e40e1c957295bfa6bffb09ffc1d1bebc7";"Giorgio Valentini";"An experimental bias--variance analysis of SVM ensembles based on resampling techniques";"";"";"Spam RBF-SVM 0.1292 0.1290 0.14 -0.48 1.57 2.22 Poly-SVM 0.1323 0.1318 0.35 2.11 -5.83 -1.19 D-prod SVM 0.1495 0.1389 7.15 -3.16 19.87 16.38 Data set <b>Musk</b> RBF-SVM 0.0898 0.0920 -2.36 -6.72 22.91 13.67 Poly-SVM 0.1225 0.1128 7.92 -10.49 38.17 37.26 D-prod SVM 0.1501 0.1261 15.97 -2.41 34.56 29.38 V. DISCUSSION A. Bias--Variance characteristics of";1878
75;"B92890DDD4FD7A4F00DB1BF12E61403C0AEDFC3B";"77fb0a2e40e1c957295bfa6bffb09ffc1d1bebc7";"Giorgio Valentini";"An experimental bias--variance analysis of SVM ensembles based on resampling techniques";"";"";"Spam RBF-SVM 0.1292 0.1290 0.14 -0.48 1.57 2.22 Poly-SVM 0.1323 0.1318 0.35 2.11 -5.83 -1.19 D-prod SVM 0.1495 0.1389 7.15 -3.16 19.87 16.38 Data set <b>Musk</b> RBF-SVM 0.0898 0.0920 -2.36 -6.72 22.91 13.67 Poly-SVM 0.1225 0.1128 7.92 -10.49 38.17 37.26 D-prod SVM 0.1501 0.1261 15.97 -2.41 34.56 29.38 V. DISCUSSION A. Bias--Variance characteristics of";1879
146;"B92890DDD4FD7A4F00DB1BF12E61403C0AEDFC3B";"77fb0a2e40e1c957295bfa6bffb09ffc1d1bebc7";"Giorgio Valentini";"An experimental bias--variance analysis of SVM ensembles based on resampling techniques";"";"";"we randomly split all the available data in a training and a test set of about equal size, except for the Grey <b>Landsat</b> data set for which we maintained the original size for both the training and test set. To measure the bias--variance decomposition of error, for each data set we used 100 sets (parameter n = 100 in Sect.";1880
107;"B92890DDD4FD7A4F00DB1BF12E61403C0AEDFC3B";"77fb0a2e40e1c957295bfa6bffb09ffc1d1bebc7";"Giorgio Valentini";"An experimental bias--variance analysis of SVM ensembles based on resampling techniques";"";"";"each region is delimited by one or more of four simple polynomial and trigonometric functions 2 . The synthetic data set <b>Waveform</b> is generated from a combination of 2 of 3 ""base"" waves; we reduced the original three classes of Waveform to two, deleting all samples pertaining to class 0. The other data sets are all";1881
108;"B92890DDD4FD7A4F00DB1BF12E61403C0AEDFC3B";"77fb0a2e40e1c957295bfa6bffb09ffc1d1bebc7";"Giorgio Valentini";"An experimental bias--variance analysis of SVM ensembles based on resampling techniques";"";"";"each region is delimited by one or more of four simple polynomial and trigonometric functions 2 . The synthetic data set <b>Waveform</b> is generated from a combination of 2 of 3 ""base"" waves; we reduced the original three classes of Waveform to two, deleting all samples pertaining to class 0. The other data sets are all";1882
151;"B97D3EEB77C2511B8852477BF8D159193337CE84";"e5d994d772cfe5ec4d0f3e6d669f0bc28180a3ae";"Elena Smirnova and Ida G. Sprinkhuizen-Kuyper and I. Nalbantis and b. ERIM and Universiteit Rotterdam";"Unanimous Voting using Support Vector Machines";"IKAT, Universiteit Maastricht";"";"(polynomial kernel) for which the gain is 0.72 and the <b>Sonar</b> dataset (polynomial kernel) for which the gain is 0.68. 1 Note VS(I + , I - ) = VS(I + f , I - f )  VS(I + n , I - n ) and VS(I + , I - ) = VS(I + f , I - f )NVS. 6 Conclusion This paper proposes a new";1883
45;"B97D3EEB77C2511B8852477BF8D159193337CE84";"e5d994d772cfe5ec4d0f3e6d669f0bc28180a3ae";"Elena Smirnova and Ida G. Sprinkhuizen-Kuyper and I. Nalbantis and b. ERIM and Universiteit Rotterdam";"Unanimous Voting using Support Vector Machines";"IKAT, Universiteit Maastricht";"";"the hypothesis space H contains the target hyperplane, the hyperplane is consistent with the training data; i.e., it belongs to the version space [7, 11]. Thus, the unanimous-voting classification Data Set Parameters Cvssvm Avssvm Asvm I <b>Heart</b> Statlog P, E=2.0, C=1730 56.3% 100% 73.0% 0.42 Heart-Statlog RBF, G=0.2 , C=2182 40.7% 100% 73.7 % 0.24 Hepatitis P, E=1.4, C=11.7 80.0% 100% 80.0 % 0.72";1884
46;"B97D3EEB77C2511B8852477BF8D159193337CE84";"e5d994d772cfe5ec4d0f3e6d669f0bc28180a3ae";"Elena Smirnova and Ida G. Sprinkhuizen-Kuyper and I. Nalbantis and b. ERIM and Universiteit Rotterdam";"Unanimous Voting using Support Vector Machines";"IKAT, Universiteit Maastricht";"";"using the proportions of correctly and incorrectly classified instances of SVM and VSSVM. All the cases in Table 1 resulted in a considerable information gain. We especially mention the <b>Hepatitis</b> dataset (polynomial kernel) for which the gain is 0.72 and the Sonar dataset (polynomial kernel) for which the gain is 0.68. 1 Note VS(I + , I - ) = VS(I + f , I - f )  VS(I + n , I - n ) and VS(I + , I -";1885
